Rank,Title,Publisher,Store
1,2027 공단기 써니 행정법총론 기본서 - 전2권,공단기(에스티유니타스),Aladin
2,"2026 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하",이투스북,Aladin
3,"2026 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상",이투스북,Aladin
4,"2026 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1, 2, 3급)",이투스북,Aladin
5,2027 유휘운 행정법총론 요약노트 + 기출문제 (요.플.) [회독용 암기 APP 제공],넥스트스터디(모두공북스),Aladin
6,2026 스티마 면접 지방직 (공통편),박영사,Aladin
7,"큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",이투스북,Aladin
8,2027 선재국어 독해야 산다 1일 1독,수비니겨,Aladin
9,한능검 한정판 : 한 권으로 정리하는 판서노트,공단기(에스티유니타스),Aladin
10,2027 황철곤 행정학 기본서 - 전2권,넥스트스터디(모두공북스),Aladin
11,2026 COMPACT 형사법 최신판례,타임노트,Aladin
12,2027 공단기 선재국어 한 권으로 끝장내는 올인원 공무원 국어,공단기(에스티유니타스),Aladin
13,2027 공단기 심슨 보카,공단기(에스티유니타스),Aladin
14,2026 김건호 헌법 최근 3개년 기출ㆍ예상 헌법판례 [하반기],박영사,Aladin
15,2027 공단기 선재국어 시간 단축 논리 훈련,공단기(에스티유니타스),Aladin
16,2027 공단기 심슨 독해,공단기(에스티유니타스),Aladin
17,2027 심슨 문법,공단기(에스티유니타스),Aladin
18,2027 유휘운 행정법총론 기출문제 풀어주는 기본서 (기.풀.기.)  - 전2권 [회독용 암기 APP 제공],넥스트스터디(모두공북스),Aladin
19,2027 공단기 심우철 하프 모의고사 Season 1 : 70+,공단기(에스티유니타스),Aladin
20,2027 이동기 공무원 VOCA,지금(도서출판),Aladin
21,2026 시대에듀 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium Plus ver 3.0,시대에듀(시대고시기획),Aladin
22,"큰별쌤 최태성의 별별한국사 7일의 기적 한국사능력검정시험 심화(1, 2, 3급)",이투스북,Aladin
23,한자급수자격시험 대한검정회 5급,한출판,Aladin
24,Essential 최근 3개년 민사법 판례정리,윌비스(미래와사람 한림법학원),Aladin
25,출제 공식 29개로 끝내는 정재현 지텔프 Level 2,영단기(에스티유니타스),Aladin
26,2026 행정법 5개년 최신판례 - 전2권,필통북스,Aladin
27,2027 심슨 구문,공단기(에스티유니타스),Aladin
28,2025.2026 큰별쌤 최태성의 별★한국사 한국사능력검정시험 기본(4.5.6급),이투스북,Aladin
29,2027 김영북스 공부돼지 벼락치기 한능검 한국사능력검정시험 심화(1·2·3급),김영북스,Aladin
30,경찰 헌법도약 동형모의고사 : 26년 2차 경찰시험대비,윌비스(미래와사람 한림법학원),Aladin
31,2027 해커스경찰 박철한 경찰헌법 최신 5개년 판례집,해커스경찰(공무원),Aladin
32,2026 사회복지직 공무원 면접 가이드,배움,Aladin
33,헌법 3개년 최신판례,필통북스,Aladin
34,11일에 완성하는 서경석의 다이어트 한국사능력검정시험 심화(1·2·3급),다락원,Aladin
35,한자급수자격시험 대한검정회 4급,한출판,Aladin
36,2027 공단기 월간 이유진 국어 미니모고 : 유형편,빛나는 별,Aladin
37,로스쿨 가족법의 정석,정독(마인드탭(MindTap)),Aladin
38,2026 신광은 형사법 1개년 최신판례 선택형 OX,느루(미래인재컴퍼니),Aladin
39,원페이지 교육학 기본서 하,새벽노을,Aladin
40,2027 공단기 이유진 국어 독해 알고리즘 유형 훈련 (정속독),공단기(에스티유니타스),Aladin
41,독끝 NCS 통합 기본서(PAST형+모듈형+피듈형) : 공기업 NCS 대비 세트 - 전2권,애드투,Aladin
42,2027 권규호 공무원 국어 개기문 : 논리,권규호언어연구실,Aladin
43,원페이지 교육학 기본서 상,새벽노을,Aladin
44,해커스 보카 어원편 + 미니 암기장 & 워크북 세트,해커스어학연구소(Hackers),Aladin
45,2026 단기 합격 해커스공기업 NCS 통합 기본서 (모듈형+피듈형+PSAT형+모의고사 6회분),해커스잡,Aladin
46,2027 김중규 선행정학 기출 - 전3권,카스파(주),Aladin
47,2026 황철곤 지방자치론,사피엔스넷,Aladin
48,"큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 기본(4,5,6급)",이투스북,Aladin
49,2026 김건호 헌법 찐합격노트,박영사,Aladin
50,2026 해커스경찰 킹재규 경찰학 총알 총정리 모의고사 2차 시험 대비,해커스경찰(공무원),Aladin
